SurveyCode,Year,Survey,SurveyRep,Date,Station,TimeStart,TowDuration,Index,Region,RegionFlaSH,Depth,ECSurfacePreTow,ECBottomPreTow,TempSurf,Secchi,Chl-a,TotalMeter,Volume,Acanthomysis aspera ,Acanthomysis hwanhaiensis,Alienacanthomysis macropsis,Deltamysis holmquistae,Hyperacanthomysis longirostris,Neomysis kadiakensis,Neomysis mercedis,Unidentified mysid
19770501,1977,5,1,5/12/1977,NZ028,,10.0,1,SuiBay,Other,,18550,,17.1,75,2.00,29864,56.17,0,0,0,0,0,0,0,0
19770501,1977,5,1,5/12/1977,NZ030,,10.0,0,SuiBay,Other,,19186,,16.4,50,2.00,28909,54.37,0,0,0,0,0,0,0,0
19770501,1977,5,1,5/12/1977,NZ032,,10.0,1,SuiMar,Other,,18338,,16.4,65,4.00,28874,54.31,0,0,0,0,0,0,0,0
19770501,1977,5,1,5/13/1977,NZ033,,10.0,0,SuiMar,Other,,19557,,17.1,58,3.00,30043,56.51,0,0,0,0,0,0,0.000464932,0
19770501,1977,5,1,5/13/1977,NZ034,,10.0,0,SuiMar,Other,,11660,,17.0,30,3.00,30658,57.66,0,0,0,0,0,0,0.290740113,0
19770501,1977,5,1,5/12/1977,NZ036,,10.0,0,SuiBay,Other,,17596,,16.8,76,2.00,27147,51.06,0,0,0,0,0,0,0,0
19770501,1977,5,1,5/12/1977,NZ038,,10.0,0,SuiBay,Other,,15052,,16.8,67,2.00,32266,60.69,0,0,0,0,0,0,7.54174E-05,0
19770501,1977,5,1,5/12/1977,NZ040,,10.0,0,SuiBay,Other,,13727,,18.1,56,2.00,29427,55.35,0,0,0,0,0,0,0,0
19770501,1977,5,1,5/13/1977,NZ042,,10.0,1,SuiBay,Other,,24645,,16.0,74,1.00,28587,53.77,0,0,0,0,0,0,0.082786539,0
19770501,1977,5,1,5/13/1977,NZ044,,10.0,0,SuiBay,Other,,22949,,16.1,75,1.00,33743,63.47,0,0,0,0,0,0,0.004246678,0
19770501,1977,5,1,5/13/1977,NZ046,,10.0,0,SuiBay,Other,,19080,,16.2,75,2.00,32167,60.50,0,0,0,0,0,0,0.032619445,0
19770501,1977,5,1,5/13/1977,NZ048,,10.0,1,SuiBay,Other,,17437,,16.8,52,2.00,32934,61.95,0,0,0,0,0,0,0,0
19770501,1977,5,1,5/13/1977,NZ050,,10.0,0,SuiBay,Other,,15900,,16.4,42,2.00,34136,64.21,0,0,0,0,0,0,0.004197787,0
19770501,1977,5,1,5/13/1977,NZ052,,10.0,0,SuiBay,Other,,12084,,17.0,31,3.00,34691,65.25,0,0,0,0,0,0,0.115636618,0
19770501,1977,5,1,5/13/1977,NZ054,,10.0,1,SuiBay,Other,,13515,,16.5,32,3.00,31721,59.66,0,0,0,0,0,0,2.035379179,0
19770501,1977,5,1,5/13/1977,NZ056,,10.0,0,WestDel,Other,,12084,,16.9,30,3.00,32910,61.90,0,0,0,0,0,0,0.782573079,0
19770501,1977,5,1,5/13/1977,NZ058,,10.0,0,WestDel,Other,,11024,,16.8,23,2.00,31817,59.84,0,0,0,0,0,0,2.96027998,0
19770501,1977,5,1,5/13/1977,NZ060,,10.0,1,WestDel,Other,,9063,,17.2,27,3.00,30113,56.64,0,0,0,0,0,0,3.379192545,0
19770501,1977,5,1,5/9/1977,NZ062,,10.0,0,WestDel,Other,,8268,,16.3,26,6.00,37854,71.20,0,0,0,0,0,0,10.05697551,0
19770501,1977,5,1,5/9/1977,NZ064,,10.0,1,SacR,Other,,5936,,16.3,22,6.00,37406,70.36,0,0,0,0,0,0,12.07957746,0
19770501,1977,5,1,5/9/1977,NZ066,,10.0,0,SacR,Other,,3413,,16.5,22,8.00,37547,70.62,0,0,0,0,0,0,26.00109573,0
19770501,1977,5,1,5/9/1977,NZ068,,10.0,0,SacR,Other,,2226,,16.6,29,8.00,37941,71.36,0,0,0,0,0,0,17.36235802,0
19770501,1977,5,1,5/6/1977,NZ069,,10.0,0,SacR,Other,,875,,15.9,25,7.00,38727,72.84,0,0,0,0,0,0,1.503154449,0
19770501,1977,5,1,5/9/1977,NZ070,,10.0,0,SacR,Other,,822,,16.8,24,10.00,34239,64.40,0,0,0,0,0,0,16.44826233,0
19770501,1977,5,1,5/9/1977,NZ071,,10.0,0,NorDel,CS/DWSC,,424,,16.3,37,12.00,36386,68.44,0,0,0,0,0,0,9.762570542,0
19770501,1977,5,1,5/11/1977,NZ072,,10.0,0,SJR,Other,,7261,,16.3,41,5.00,34153,64.24,0,0,0,0,0,0,7.279107913,0
19770501,1977,5,1,5/11/1977,NZ074,,10.0,1,SJR,Other,,6996,,16.4,38,6.00,33462,62.94,0,0,0,0,0,0,15.81922441,0
19770501,1977,5,1,5/11/1977,NZ076,,10.0,0,SJR,Other,,5109,,16.9,36,6.00,34398,64.70,0,0,0,0,0,0,38.29359053,0
19770501,1977,5,1,5/11/1977,NZ078,,10.0,0,SJR,Other,,3063,,16.6,39,4.00,37640,70.80,0,0,0,0,0,0,1.106113388,0
19770501,1977,5,1,5/11/1977,NZ080,,10.0,1,SJR,Other,,2311,,16.0,42,4.00,36487,68.63,0,0,0,0,0,0,0.519365741,0
19770501,1977,5,1,5/11/1977,NZ082,,10.0,0,SJR,Other,,1341,,16.3,46,3.00,36504,68.66,0,0,0,0,0,0,0.169361055,0
19770501,1977,5,1,5/11/1977,NZ084,,10.0,0,SJR,Other,,594,,16.5,42,3.00,32329,60.81,0,0,0,0,0,0,1.890908056,0
19770501,1977,5,1,5/11/1977,NZ086,,10.0,1,SJR,Other,,424,,16.4,41,4.00,29567,55.61,0,0,0,0,0,0,4.961715852,0
19770501,1977,5,1,5/11/1977,NZ088,,10.0,0,SJR,Other,,530,,16.4,36,3.00,30762,57.86,0,0,0,0,0,0,0.815122266,0
19770501,1977,5,1,5/11/1977,NZ090,,10.0,0,EastDel,Other,,488,,16.3,38,4.00,30448,57.27,0,0,0,0,0,0,6.265982336,0
19770501,1977,5,1,5/11/1977,NZ092,,10.0,1,EastDel,Other,,694,,17.1,40,13.00,29870,56.18,0,0,0,0,0,0,10.73734002,0
19770501,1977,5,1,5/10/1977,NZ098,,10.0,0,SoDel,Other,,657,,16.6,45,2.00,33899,63.76,0,0,0,0,0,0,0.051150865,0
19770501,1977,5,1,5/6/1977,NZ100,,10.0,0,NorDel,Other,,443,,16.1,30,14.00,41154,77.41,0,0,0,0,0,0,0.086066824,0
19770501,1977,5,1,5/9/1977,NZ101,,10.0,0,NorDel,CS/DWSC,,295,,16.4,36,15.40,35423,66.63,0,0,0,0,0,0,3.944396111,0
19770501,1977,5,1,5/10/1977,NZ104,,10.0,0,SJR,Other,,2475,,16.4,30,4.00,41489,78.04,0,0,0,0,0,0,0.410263882,0
19770501,1977,5,1,5/9/1977,NZ155,,10.0,0,NorDel,CS/DWSC,,323,,16.4,23,10.70,35264,66.33,0,0,0,0,0,0,5.211228281,0
19770501,1977,5,1,5/9/1977,NZ161,,10.0,0,NorDel,CS/DWSC,,477,,16.3,23,9.70,35925,67.57,0,0,0,0,0,0,15.01427692,0
19770501,1977,5,1,5/9/1977,NZ165,,10.0,0,NorDel,CS/DWSC,,670,,16.0,23,7.40,35167,66.15,0,0,0,0,0,0,6.405736408,0
19770501,1977,5,1,5/9/1977,NZ169,,10.0,0,NorDel,CS/DWSC,,975,,16.1,23,5.60,39822,74.90,0,0,0,0,0,0,5.851103743,0
19770501,1977,5,1,5/10/1977,NZC09,,10.0,0,SoDel,Other,,965,,16.6,40,2.00,35540,66.85,0,0,0,0,0,0,0.022929516,0
19770501,1977,5,1,5/9/1977,NZD11,,10.0,0,WestDel,Other,,647,,16.2,30,7.00,36167,68.03,0,0,0,0,0,0,0.096584746,0
19770501,1977,5,1,5/10/1977,NZD14,,10.0,0,SJR,Other,,2735,,15.9,23,5.00,38293,72.03,0,0,0,0,0,0,0.002266291,0
19770501,1977,5,1,5/11/1977,NZD15,,10.0,0,SJR,Other,,2449,,16.1,46,4.00,36328,68.33,0,0,0,0,0,0,1.022895752,0
19770501,1977,5,1,5/10/1977,NZD19,,10.0,0,SoDel,Other,,1362,,16.3,34,4.00,37644,70.80,0,0,0,0,0,0,0.010614258,0
19770501,1977,5,1,5/10/1977,NZD28,,10.0,1,SoDel,Other,,1320,,16.6,50,2.00,37764,71.03,0,0,0,0,0,0,0,0
19770501,1977,5,1,5/6/1977,NZM06,,10.0,0,NEDel,Other,,197,,16.2,36,13.00,37379,70.31,0,0,0,0,0,0,3.934000237,0
19770501,1977,5,1,5/6/1977,NZM07,,10.0,0,NEDel,Other,,200,,16.4,36,13.00,38906,73.18,0,0,0,0,0,0,3.524974582,0
19770501,1977,5,1,5/11/1977,NZM10,,10.0,2,EastDel,Other,,360,,16.0,30,9.00,31882,59.97,0,0,0,0,0,0,0.380495306,0
19770501,1977,5,1,5/12/1977,NZS42,,10.0,2,SuiMar,Other,,19610,,16.5,62,5.00,31133,58.56,0,0,0,0,0,0,0.00154033,0
19770502,1977,5,2,5/26/1977,NZ020,,10.0,0,SuiBay,Other,,25900,,15.9,100,1.00,38437,72.30,0,0,0,0,0,0,0.000793609,0
19770502,1977,5,2,5/26/1977,NZ022,,10.0,0,SuiBay,Other,,23600,,15.8,100,3.00,35667,67.09,0,0,0,0,0,0,0,0
19770502,1977,5,2,5/26/1977,NZ024,,10.0,0,SuiBay,Other,,22000,,15.9,76,3.00,36994,69.58,0,0,0,0,0,0,6.57787E-05,0
19770502,1977,5,2,5/26/1977,NZ028,,10.0,1,SuiBay,Other,,19000,,16.3,65,2.00,36520,68.69,0,0,0,0,0,0,0,0
19770502,1977,5,2,5/26/1977,NZ030,,10.0,0,SuiBay,Other,,19400,,16.1,61,2.00,37906,71.30,0,0,0,0,0,0,0,0
19770502,1977,5,2,5/26/1977,NZ032,,10.0,1,SuiMar,Other,,18500,,17.1,63,2.00,34604,65.09,0,0,0,0,0,0,0.076039223,0
19770502,1977,5,2,5/27/1977,NZ033,,10.0,0,SuiMar,Other,,19600,,17.1,100,2.00,31877,59.96,0,0,0,0,0,0,0,0
19770502,1977,5,2,5/27/1977,NZ034,,10.0,0,SuiMar,Other,,11200,,17.7,50,8.00,36607,68.85,0,0,0,0,0,0,0.070073349,0
19770502,1977,5,2,5/26/1977,NZ036,,10.0,0,SuiBay,Other,,20000,,16.4,52,4.00,35183,66.18,0,0,0,0,0,0,0,0
19770502,1977,5,2,5/26/1977,NZ038,,10.0,0,SuiBay,Other,,17000,,16.8,75,2.00,35599,66.96,0,0,0,0,0,0,0,0
19770502,1977,5,2,5/26/1977,NZ040,,10.0,0,SuiBay,Other,,13500,,17.1,55,4.00,34253,64.43,0,0,0,0,0,0,0.011784219,0
19770502,1977,5,2,5/27/1977,NZ042,,10.0,1,SuiBay,Other,,24000,,16.2,100,2.00,37025,69.64,0,0,0,0,0,0,0,0
19770502,1977,5,2,5/27/1977,NZ044,,10.0,0,SuiBay,Other,,23000,,16.2,100,3.00,31849,59.90,0,0,0,0,0,0,0,0
19770502,1977,5,2,5/27/1977,NZ046,,10.0,0,SuiBay,Other,,20000,,16.6,100,3.00,36836,69.28,0,0,0,0,0,0,0,0
19770502,1977,5,2,5/27/1977,NZ048,,10.0,1,SuiBay,Other,,18000,,17.0,90,4.00,33632,63.26,0,0,0,0,0,0,0.461316524,0
19770502,1977,5,2,5/27/1977,NZ050,,10.0,0,SuiBay,Other,,15500,,16.8,75,4.00,35105,66.03,0,0,0,0,0,0,0.000259254,0
19770502,1977,5,2,5/27/1977,NZ052,,10.0,0,SuiBay,Other,,13000,,16.9,63,4.00,35802,67.34,0,0,0,0,0,0,3.841720937,0
19770502,1977,5,2,5/27/1977,NZ054,,10.0,1,SuiBay,Other,,13300,,17.0,65,4.00,34964,65.76,0,0,0,0,0,0,1.151623722,0
19770502,1977,5,2,5/27/1977,NZ056,,10.0,0,WestDel,Other,,11400,,16.8,55,7.00,32136,60.44,0,0,0,0,0,0,0.246261595,0
19770502,1977,5,2,5/27/1977,NZ058,,10.0,0,WestDel,Other,,11300,,16.8,55,6.00,33259,62.56,0,0,0,0,0,0,0.583609458,0
19770502,1977,5,2,5/27/1977,NZ060,,10.0,1,WestDel,Other,,9100,,16.8,52,8.00,34266,64.45,0,0,0,0,0,0,2.171473306,0
19770502,1977,5,2,5/23/1977,NZ062,,10.0,0,WestDel,Other,,9200,,16.6,31,4.00,28022,52.71,0,0,0,0,0,0,8.655812294,0
19770502,1977,5,2,5/23/1977,NZ064,,10.0,1,SacR,Other,,6600,,16.7,32,5.00,27527,51.78,0,0,0,0,0,0,15.06078254,0
19770502,1977,5,2,5/23/1977,NZ066,,10.0,0,SacR,Other,,4350,,16.1,30,4.00,29459,55.41,0,0,0,0,0,0,16.39820693,0
19770502,1977,5,2,5/23/1977,NZ068,,10.0,0,SacR,Other,,1540,,16.4,31,5.00,27058,50.89,0,0,0,0,0,0,7.2271659,0
19770502,1977,5,2,5/20/1977,NZ069,,10.0,0,SacR,Other,,700,,16.3,31,10.00,29033,54.61,0,0,0,0,0,0,3.10269521,0
19770502,1977,5,2,5/23/1977,NZ070,,10.0,0,SacR,Other,,620,,16.7,32,10.00,29089,54.71,0,0,0,0,0,0,11.70035986,0
19770502,1977,5,2,5/23/1977,NZ071,,10.0,0,NorDel,CS/DWSC,,440,,16.9,35,11.00,24458,46.00,0,0,0,0,0,0,8.817274737,0
19770502,1977,5,2,5/25/1977,NZ072,,10.0,0,SJR,Other,,7954,,17.1,43,5.00,29949,56.33,0,0,0,0,0,0,1.597528744,0
19770502,1977,5,2,5/25/1977,NZ074,,10.0,1,SJR,Other,,6693,,17.1,41,7.00,22556,42.43,0,0,0,0,0,0,14.22071197,0
19770502,1977,5,2,5/25/1977,NZ076,,10.0,0,SJR,Other,,5432,,17.4,41,6.00,28927,54.41,0,0,0,0,0,0,9.73443067,0
19770502,1977,5,2,5/25/1977,NZ078,,10.0,0,SJR,Other,,3395,,17.9,47,4.00,26396,49.65,0,0,0,0,0,0,13.54353207,0
19770502,1977,5,2,5/25/1977,NZ080,,10.0,1,SJR,Other,,2270,,17.3,49,4.00,26787,50.38,0,0,0,0,0,0,0.740137201,0
19770502,1977,5,2,5/25/1977,NZ082,,10.0,0,SJR,Other,,1387,,17.3,50,2.00,29228,54.97,0,0,0,0,0,0,2.070178293,0
19770502,1977,5,2,5/25/1977,NZ084,,10.0,0,SJR,Other,,713,,17.4,49,2.00,31644,59.52,0,0,0,0,0,0,1.302501655,0
19770502,1977,5,2,5/25/1977,NZ086,,10.0,1,SJR,Other,,441,,18.7,50,3.00,32229,60.62,0,0,0,0,0,0,3.265343943,0
19770502,1977,5,2,5/25/1977,NZ088,,10.0,0,SJR,Other,,446,,18.2,44,3.00,30938,58.19,0,0,0,0,0,0,1.086884158,0
19770502,1977,5,2,5/25/1977,NZ090,,10.0,0,EastDel,Other,,485,,18.9,36,4.00,26787,50.38,0,0,0,0,0,0,7.655840002,0
19770502,1977,5,2,5/25/1977,NZ092,,10.0,1,EastDel,Other,,679,,19.3,41,11.00,31936,60.07,0,0,0,0,0,0,7.323750859,0
19770502,1977,5,2,5/24/1977,NZ098,,10.0,0,SoDel,Other,,524,,17.9,51,2.00,30674,57.69,0,0,0,0,0,0,0.044790377,0
19770502,1977,5,2,5/20/1977,NZ100,,10.0,0,NorDel,Other,,370,,16.9,35,11.00,30693,57.73,0,0,0,0,0,0,0.051106699,0
19770502,1977,5,2,5/23/1977,NZ101,,10.0,0,NorDel,CS/DWSC,,300,,16.8,33,11.40,29469,55.43,0,0,0,0,0,0,14.3228664,0
19770502,1977,5,2,5/24/1977,NZ104,,10.0,0,SJR,Other,,2163,,16.9,26,3.00,32885,61.85,0,0,0,0,0,0,0.1748426,0
19770502,1977,5,2,5/23/1977,NZ155,,10.0,0,NorDel,CS/DWSC,,300,,16.4,23,8.50,24627,46.32,0,0,0,0,0,0,19.88318801,0
19770502,1977,5,2,5/23/1977,NZ161,,10.0,0,NorDel,CS/DWSC,,460,,16.4,21,6.60,31002,58.31,0,0,0,0,0,0,12.05937877,0
19770502,1977,5,2,5/23/1977,NZ165,,10.0,0,NorDel,CS/DWSC,,720,,16.3,20,3.60,30595,57.55,0,0,0,0,0,0,11.08295331,0
19770502,1977,5,2,5/23/1977,NZ169,,10.0,0,NorDel,CS/DWSC,,1800,,16.7,24,3.70,28788,54.15,0,0,0,0,0,0,4.632352034,0
19770502,1977,5,2,5/24/1977,NZC09,,10.0,0,SoDel,Other,,844,,17.7,42,3.00,27932,52.54,0,0,0,0,0,0,0.074444416,0
19770502,1977,5,2,5/23/1977,NZD11,,10.0,0,WestDel,Other,,7760,,16.7,31,3.00,35357,66.50,0,0,0,0,0,0,0.125946498,0
19770502,1977,5,2,5/24/1977,NZD14,,9.5,0,SJR,Other,,2716,,16.8,25,3.00,30472,57.31,0,0,0,0,0,0,1.232150018,0
19770502,1977,5,2,5/25/1977,NZD15,,10.0,0,SJR,Other,,2522,,17.6,49,4.00,30206,56.81,0,0,0,0,0,0,2.801918408,0
19770502,1977,5,2,5/24/1977,NZD19,,10.0,0,SoDel,Other,,1339,,16.8,39,3.00,29863,56.17,0,0,0,0,0,0,0.008924728,0
19770502,1977,5,2,5/24/1977,NZD28,,10.0,1,SoDel,Other,,970,,18.3,41,3.00,26866,50.53,0,0,0,0,0,0,0.004094269,0
19770502,1977,5,2,5/20/1977,NZM06,,10.0,0,NEDel,Other,,233,,18.2,36,11.70,30883,58.09,0,0,0,0,0,0,0.042436671,0
19770502,1977,5,2,5/20/1977,NZM07,,10.0,0,NEDel,Other,,243,,18.1,31,11.00,33021,62.11,0,0,0,0,0,0,0.035099081,0
19770502,1977,5,2,5/25/1977,NZM10,,10.0,2,EastDel,Other,,306,,19.6,35,4.00,34346,64.60,0,0,0,0,0,0,0.233879519,0
19770502,1977,5,2,5/26/1977,NZS42,,10.0,2,SuiMar,Other,,18915,,17.1,100,3.00,39373,74.06,0,0,0,0,0,0,0.000651135,0
19770601,1977,6,1,6/9/1977,NZ020,,10.0,0,SuiBay,Other,,29922,,18.6,80,3.00,34099,64.14,0,0,0,0,0,0,0.013410158,0
19770601,1977,6,1,6/9/1977,NZ022,,10.0,0,SuiBay,Other,,30385,,18.8,82,2.00,31763,59.74,0,0,0,0,0,0,0,0
19770601,1977,6,1,6/9/1977,NZ024,,10.0,0,SuiBay,Other,,25235,,18.8,52,2.00,30027,56.48,0,0,0,0,0,0,0.000303097,0
19770601,1977,6,1,6/9/1977,NZ028,,10.0,1,SuiBay,Other,,22660,,18.6,38,4.00,33146,62.34,0,0,0,0,0,0,0.669460927,0
19770601,1977,6,1,6/9/1977,NZ030,,10.0,0,SuiBay,Other,,23896,,19.1,40,3.00,28019,52.70,0,0,0,0,0,0,0.003097294,0
19770601,1977,6,1,6/9/1977,NZ032,,10.0,1,SuiMar,Other,,21115,,21.2,35,4.00,29519,55.52,0,0,0,0,0,0,0.935961485,0
19770601,1977,6,1,6/10/1977,NZ033,,10.0,0,SuiMar,Other,,20806,,19.8,85,3.00,26949,50.69,0,0,0,0,0,0,0,0
19770601,1977,6,1,6/10/1977,NZ034,,10.0,0,SuiMar,Other,,13442,,20.1,58,10.00,29478,55.45,0,0,0,0,0,0,0.10934008,0
19770601,1977,6,1,6/9/1977,NZ036,,10.0,0,SuiBay,Other,,22660,,18.4,34,7.00,34065,64.07,0,0,0,0,0,0,0.001407752,0
19770601,1977,6,1,6/9/1977,NZ038,,10.0,0,SuiBay,Other,,22660,,18.9,63,3.00,32103,60.38,0,0,0,0,0,0,0,0
19770601,1977,6,1,6/9/1977,NZ040,,10.0,0,SuiBay,Other,,18746,,19.2,31,8.00,31663,59.55,0,0,0,0,0,0,0.13878708,0
19770601,1977,6,1,6/10/1977,NZ042,,10.0,1,SuiBay,Other,,25647,,18.4,100,4.00,30925,58.17,0,0,0,0,0,0,0.000236063,0
19770601,1977,6,1,6/10/1977,NZ044,,10.0,0,SuiBay,Other,,23175,,18.7,100,3.00,32257,60.67,0,0,0,0,0,0,0,0
19770601,1977,6,1,6/10/1977,NZ046,,10.0,0,SuiBay,Other,,20600,,19.6,100,4.00,27298,51.34,0,0,0,0,0,0,0.000445713,0
19770601,1977,6,1,6/10/1977,NZ048,,10.0,1,SuiBay,Other,,21012,,19.4,100,4.00,30206,56.81,0,0,0,0,0,0,0.050713498,0
19770601,1977,6,1,6/10/1977,NZ050,,10.0,0,SuiBay,Other,,16738,,19.4,100,6.00,32185,60.54,0,0,0,0,0,0,0.054269946,0
19770601,1977,6,1,6/10/1977,NZ052,,10.0,0,SuiBay,Other,,14884,,19.7,80,9.00,31816,59.84,0,0,0,0,0,0,0.409988314,0
19770601,1977,6,1,6/10/1977,NZ054,,10.0,1,SuiBay,Other,,14369,,19.8,75,6.00,33062,62.19,0,0,0,0,0,0,2.446915302,0
19770601,1977,6,1,6/10/1977,NZ056,,10.0,0,WestDel,Other,,13236,,20.1,68,10.00,27599,51.91,0,0,0,0,0,0,5.983108516,0
19770601,1977,6,1,6/10/1977,NZ058,,10.0,0,WestDel,Other,,12515,,20.4,70,9.00,28127,52.90,0,0,0,0,0,0,0.725134398,0
19770601,1977,6,1,6/10/1977,NZ060,,10.0,1,WestDel,Other,,10300,,20.8,55,14.00,30812,57.95,0,0,0,0,0,0,0.562830347,0
19770601,1977,6,1,6/6/1977,NZ062,,10.0,0,WestDel,Other,,11740,,19.6,27,8.00,32344,60.84,0,0,0,0,0,0,8.257292535,0
19770601,1977,6,1,6/6/1977,NZ064,,10.0,1,SacR,Other,,8652,,19.6,23,9.00,34015,63.98,0,0,0,0,0,0,6.222831606,0
19770601,1977,6,1,6/6/1977,NZ066,,10.0,0,SacR,Other,,5912,,18.9,23,7.00,29170,54.87,0,0,0,0,0,0,6.265729092,0
19770601,1977,6,1,6/6/1977,NZ068,,10.0,0,SacR,Other,,3064,,19.7,31,4.00,31647,59.52,0,0,0,0,0,0,21.30970458,0
19770601,1977,6,1,6/3/1977,NZ069,,10.0,0,SacR,Other,,1421,,17.9,33,6.00,35690,67.13,0,0,0,0,0,0,3.037705973,0
19770601,1977,6,1,6/6/1977,NZ070,,10.0,0,SacR,Other,,1329,,19.8,32,7.00,33054,62.17,0,0,0,0,0,0,26.41593508,0
19770601,1977,6,1,6/6/1977,NZ071,,10.0,0,NorDel,CS/DWSC,,855,,20.3,39,8.00,32992,62.05,0,0,0,0,0,0,13.98209947,0
19770601,1977,6,1,6/8/1977,NZ072,,10.0,0,SJR,Other,,9476,,21.2,37,7.00,32544,61.21,0,0,0,0,0,0,10.44929121,0
19770601,1977,6,1,6/8/1977,NZ074,,10.0,1,SJR,Other,,8044,,21.7,29,8.00,32663,61.44,0,0,0,0,0,0,2.695521497,0
19770601,1977,6,1,6/8/1977,NZ076,,10.0,0,SJR,Other,,6798,,21.9,27,8.00,30073,56.56,0,0,0,0,0,0,16.68323559,0
19770601,1977,6,1,6/8/1977,NZ078,,10.0,0,SJR,Other,,4532,,21.8,26,7.00,31066,58.43,0,0,0,0,0,0,1.135523765,0
19770601,1977,6,1,6/8/1977,NZ080,,10.0,1,SJR,Other,,3090,,20.9,34,2.00,27073,50.92,0,0,0,0,0,0,0.21383905,0
19770601,1977,6,1,6/8/1977,NZ082,,10.0,0,SJR,Other,,2215,,20.2,58,2.00,34960,65.76,0,0,0,0,0,0,1.53269647,0
19770601,1977,6,1,6/8/1977,NZ084,,10.0,0,SJR,Other,,989,,20.8,55,1.00,33791,63.56,0,0,0,0,0,0,3.039367306,0
19770601,1977,6,1,6/8/1977,NZ086,,10.0,1,SJR,Other,,603,,21.3,57,2.00,35551,66.87,0,0,0,0,0,0,0.239790474,0
19770601,1977,6,1,6/8/1977,NZ088,,10.0,0,SJR,Other,,515,,22.1,67,3.00,36975,69.55,0,0,0,0,0,0,0.302076939,0
19770601,1977,6,1,6/8/1977,NZ090,,10.0,0,EastDel,Other,,472,,23.1,49,5.00,33283,62.60,0,0,0,0,0,0,4.221512735,0
19770601,1977,6,1,6/8/1977,NZ092,,10.0,1,EastDel,Other,,579,,23.2,46,6.00,34223,64.37,0,0,0,0,0,0,10.50455182,0
19770601,1977,6,1,6/7/1977,NZ098,,10.0,0,SoDel,Other,,554,,22.6,65,2.00,32110,60.40,0,0,0,0,0,0,0.005752151,0
19770601,1977,6,1,6/6/1977,NZ099,,10.0,0,NorDel,CS/DWSC,,391,,20.6,27,11.00,33539,63.08,0,0,0,0,0,0,14.82594601,0
19770601,1977,6,1,6/3/1977,NZ100,,10.0,0,NorDel,Other,,770,,17.8,36,10.00,35598,66.96,0,0,0,0,0,0,0.657480662,0
19770601,1977,6,1,6/6/1977,NZ101,,10.0,0,NorDel,CS/DWSC,,500,,21.4,36,12.70,33330,62.69,0,0,0,0,0,0,66.02056987,0
19770601,1977,6,1,6/7/1977,NZ104,,10.0,0,SJR,Other,,3193,,21.4,39,4.00,27230,51.22,0,0,0,0,0,0,0.445078131,0
19770601,1977,6,1,6/6/1977,NZ155,,10.0,0,NorDel,CS/DWSC,,427,,20.7,35,11.00,33470,62.95,0,0,0,0,0,0,27.0373589,0
19770601,1977,6,1,6/6/1977,NZ161,,10.0,0,NorDel,CS/DWSC,,474,,20.6,22,8.50,34608,65.09,0,0,0,0,0,0,7.643361106,0
19770601,1977,6,1,6/6/1977,NZ165,,10.0,0,NorDel,CS/DWSC,,706,,20.9,24,5.60,35363,66.51,0,0,0,0,0,0,9.230410938,0
19770601,1977,6,1,6/6/1977,NZ169,,10.0,0,NorDel,CS/DWSC,,1051,,21.8,24,6.20,33298,62.63,0,0,0,0,0,0,9.356331933,0
19770601,1977,6,1,6/7/1977,NZC09,,10.0,0,SoDel,Other,,783,,25.1,43,4.00,29790,56.03,0,0,0,0,0,0,0.120588066,0
19770601,1977,6,1,6/6/1977,NZD11,,10.0,0,WestDel,Other,,8961,,19.6,30,6.00,32949,61.97,0,0,0,0,0,0,0.023036259,0
19770601,1977,6,1,6/7/1977,NZD14,,10.0,0,SJR,Other,,3088,,20.8,49,3.00,28961,54.47,0,0,0,0,0,0,0.008769738,0
19770601,1977,6,1,6/8/1977,NZD15,,10.0,0,SJR,Other,,3502,,21.3,32,4.00,30373,57.13,0,0,0,0,0,0,0.75065442,0
19770601,1977,6,1,6/7/1977,NZD19,,10.0,0,SoDel,Other,,1421,,21.6,70,3.00,27230,51.22,0,0,0,0,0,0,0.008842441,0
19770601,1977,6,1,6/7/1977,NZD28,,10.0,1,SoDel,Other,,1082,,23.1,61,3.00,30250,56.90,0,0,0,0,0,0,0.030121226,0
19770601,1977,6,1,6/3/1977,NZM07,,10.0,0,NEDel,Other,,277,,20.4,41,9.00,33313,62.66,0,0,0,0,0,0,0.08001524,0
19770601,1977,6,1,6/8/1977,NZM10,,10.0,2,EastDel,Other,,350,,24.3,37,6.00,32047,60.28,0,0,0,0,0,0,0.95782371,0
19770601,1977,6,1,6/9/1977,NZS42,,10.0,2,SuiMar,Other,,20600,,20.1,55,5.00,30240,56.88,0,0,0,0,0,0,0.586240821,0
19770602,1977,6,2,6/24/1977,NZ020,,10.0,0,SuiBay,Other,,29700,,18.8,100,1.00,33577,63.15,0,0,0,0,0,0,0,0
19770602,1977,6,2,6/24/1977,NZ022,,10.0,0,SuiBay,Other,,31000,,18.8,100,1.00,30340,57.07,0,0,0,0,0,0,0,0
19770602,1977,6,2,6/24/1977,NZ024,,10.0,0,SuiBay,Other,,27500,,19.3,78,2.00,31917,60.03,0,0,0,0,0,0,0,0
19770602,1977,6,2,6/24/1977,NZ028,,10.0,1,SuiBay,Other,,23500,,20.2,42,4.00,29823,56.09,0,0,0,0,0,0,0.002909938,0
