"SampleDate","Station","TowNum","CountOfLength","Common Name","Catch","FishCode"
3/22/2001 0:00:00,609,2,2,"Longfin Smelt",2,2
3/22/2001 0:00:00,609,3,6,"Longfin Smelt",6,2
3/22/2001 0:00:00,610,1,16,"Longfin Smelt",16,2
3/22/2001 0:00:00,610,2,32,"Longfin Smelt",32,2
3/22/2001 0:00:00,610,3,3,"Longfin Smelt",3,2
3/23/2001 0:00:00,323,2,2,"Longfin Smelt",2,2
3/23/2001 0:00:00,323,3,3,"Longfin Smelt",3,2
3/23/2001 0:00:00,340,1,14,"Longfin Smelt",14,2
3/23/2001 0:00:00,340,2,50,"Longfin Smelt",93,2
3/23/2001 0:00:00,340,3,50,"Longfin Smelt",61,2
3/23/2001 0:00:00,342,1,50,"Longfin Smelt",91,2
3/23/2001 0:00:00,342,2,50,"Longfin Smelt",184,2
3/23/2001 0:00:00,342,3,50,"Longfin Smelt",229,2
3/23/2001 0:00:00,343,1,50,"Longfin Smelt",337,2
3/23/2001 0:00:00,343,2,50,"Longfin Smelt",547,2
3/23/2001 0:00:00,343,3,50,"Longfin Smelt",462,2
3/23/2001 0:00:00,344,1,49,"Longfin Smelt",298,2
3/23/2001 0:00:00,344,2,50,"Longfin Smelt",127,2
3/23/2001 0:00:00,344,3,50,"Longfin Smelt",181,2
3/23/2001 0:00:00,345,1,50,"Longfin Smelt",201,2
3/23/2001 0:00:00,345,2,49,"Longfin Smelt",194,2
3/23/2001 0:00:00,345,3,50,"Longfin Smelt",185,2
3/23/2001 0:00:00,346,1,49,"Longfin Smelt",112,2
3/23/2001 0:00:00,346,2,56,"Longfin Smelt",56,2
3/23/2001 0:00:00,346,3,50,"Longfin Smelt",75,2
3/24/2001 0:00:00,347,1,50,"Longfin Smelt",2917,2
3/24/2001 0:00:00,347,2,50,"Longfin Smelt",4663,2
3/24/2001 0:00:00,347,3,50,"Longfin Smelt",3974,2
3/24/2001 0:00:00,348,1,50,"Longfin Smelt",900,2
3/24/2001 0:00:00,348,2,50,"Longfin Smelt",955,2
3/24/2001 0:00:00,348,3,50,"Longfin Smelt",494,2
3/24/2001 0:00:00,349,1,50,"Longfin Smelt",98,2
3/24/2001 0:00:00,349,2,50,"Longfin Smelt",78,2
3/24/2001 0:00:00,349,3,50,"Longfin Smelt",74,2
3/24/2001 0:00:00,504,1,29,"Longfin Smelt",29,2
3/24/2001 0:00:00,504,2,50,"Longfin Smelt",229,2
3/24/2001 0:00:00,504,3,50,"Longfin Smelt",139,2
3/24/2001 0:00:00,519,1,50,"Longfin Smelt",137,2
3/24/2001 0:00:00,519,2,50,"Longfin Smelt",229,2
3/24/2001 0:00:00,519,3,50,"Longfin Smelt",220,2
4/2/2001 0:00:00,809,1,7,"Longfin Smelt",7,2
4/2/2001 0:00:00,809,2,7,"Longfin Smelt",7,2
4/2/2001 0:00:00,809,3,6,"Longfin Smelt",6,2
4/2/2001 0:00:00,901,1,2,"Longfin Smelt",2,2
4/2/2001 0:00:00,901,2,3,"Longfin Smelt",3,2
4/2/2001 0:00:00,901,3,5,"Longfin Smelt",5,2
4/2/2001 0:00:00,902,1,1,"Longfin Smelt",1,2
4/2/2001 0:00:00,902,2,2,"Longfin Smelt",2,2
4/2/2001 0:00:00,902,3,1,"Longfin Smelt",1,2
4/2/2001 0:00:00,906,2,1,"Longfin Smelt",1,2
4/2/2001 0:00:00,914,1,1,"Longfin Smelt",1,2
4/2/2001 0:00:00,914,2,2,"Longfin Smelt",2,2
4/2/2001 0:00:00,914,3,1,"Longfin Smelt",1,2
4/2/2001 0:00:00,915,1,1,"Longfin Smelt",1,2
4/2/2001 0:00:00,915,2,2,"Longfin Smelt",2,2
4/2/2001 0:00:00,915,3,2,"Longfin Smelt",2,2
4/3/2001 0:00:00,704,2,1,"Longfin Smelt",1,2
4/3/2001 0:00:00,704,3,2,"Longfin Smelt",2,2
4/3/2001 0:00:00,705,3,1,"Longfin Smelt",1,2
4/3/2001 0:00:00,706,1,2,"Longfin Smelt",2,2
4/3/2001 0:00:00,706,2,2,"Longfin Smelt",2,2
4/3/2001 0:00:00,706,3,3,"Longfin Smelt",3,2
4/3/2001 0:00:00,707,1,1,"Longfin Smelt",1,2
4/3/2001 0:00:00,707,2,5,"Longfin Smelt",5,2
4/3/2001 0:00:00,707,3,4,"Longfin Smelt",4,2
4/3/2001 0:00:00,716,1,2,"Longfin Smelt",2,2
4/3/2001 0:00:00,716,2,1,"Longfin Smelt",1,2
4/3/2001 0:00:00,716,3,3,"Longfin Smelt",3,2
4/3/2001 0:00:00,812,3,2,"Longfin Smelt",2,2
4/3/2001 0:00:00,815,2,1,"Longfin Smelt",1,2
4/3/2001 0:00:00,815,3,1,"Longfin Smelt",1,2
4/3/2001 0:00:00,919,1,1,"Longfin Smelt",1,2
4/4/2001 0:00:00,508,1,27,"Longfin Smelt",27,2
4/4/2001 0:00:00,508,2,19,"Longfin Smelt",19,2
4/4/2001 0:00:00,508,3,7,"Longfin Smelt",7,2
4/4/2001 0:00:00,513,1,17,"Longfin Smelt",17,2
4/4/2001 0:00:00,513,2,13,"Longfin Smelt",13,2
4/4/2001 0:00:00,513,3,22,"Longfin Smelt",22,2
4/4/2001 0:00:00,520,1,16,"Longfin Smelt",16,2
4/4/2001 0:00:00,520,2,25,"Longfin Smelt",25,2
4/4/2001 0:00:00,520,3,9,"Longfin Smelt",9,2
4/4/2001 0:00:00,703,1,46,"Longfin Smelt",46,2
4/4/2001 0:00:00,703,2,19,"Longfin Smelt",19,2
4/4/2001 0:00:00,703,3,11,"Longfin Smelt",11,2
4/4/2001 0:00:00,801,1,5,"Longfin Smelt",5,2
4/4/2001 0:00:00,801,2,9,"Longfin Smelt",9,2
4/4/2001 0:00:00,801,3,19,"Longfin Smelt",19,2
4/4/2001 0:00:00,804,1,19,"Longfin Smelt",19,2
4/4/2001 0:00:00,804,2,13,"Longfin Smelt",13,2
4/4/2001 0:00:00,804,3,13,"Longfin Smelt",13,2
4/5/2001 0:00:00,418,1,31,"Longfin Smelt",31,2
4/5/2001 0:00:00,418,2,21,"Longfin Smelt",21,2
4/5/2001 0:00:00,418,3,14,"Longfin Smelt",14,2
4/5/2001 0:00:00,501,1,50,"Longfin Smelt",56,2
4/5/2001 0:00:00,501,2,50,"Longfin Smelt",63,2
4/5/2001 0:00:00,501,3,50,"Longfin Smelt",65,2
4/5/2001 0:00:00,519,1,38,"Longfin Smelt",38,2
4/5/2001 0:00:00,519,2,24,"Longfin Smelt",24,2
4/5/2001 0:00:00,519,3,33,"Longfin Smelt",33,2
4/5/2001 0:00:00,602,1,49,"Longfin Smelt",49,2
4/5/2001 0:00:00,602,2,50,"Longfin Smelt",84,2
4/5/2001 0:00:00,602,3,50,"Longfin Smelt",76,2
4/5/2001 0:00:00,606,1,23,"Longfin Smelt",23,2
4/5/2001 0:00:00,606,2,35,"Longfin Smelt",35,2
4/5/2001 0:00:00,606,3,16,"Longfin Smelt",16,2
4/5/2001 0:00:00,609,1,6,"Longfin Smelt",6,2
4/5/2001 0:00:00,609,2,2,"Longfin Smelt",2,2
4/5/2001 0:00:00,609,3,7,"Longfin Smelt",7,2
4/5/2001 0:00:00,610,1,1,"Longfin Smelt",1,2
4/5/2001 0:00:00,610,2,1,"Longfin Smelt",1,2
4/6/2001 0:00:00,323,1,13,"Longfin Smelt",13,2
4/6/2001 0:00:00,323,2,5,"Longfin Smelt",5,2
4/6/2001 0:00:00,323,3,4,"Longfin Smelt",4,2
4/6/2001 0:00:00,340,1,13,"Longfin Smelt",13,2
4/6/2001 0:00:00,340,2,50,"Longfin Smelt",96,2
4/6/2001 0:00:00,340,3,48,"Longfin Smelt",48,2
4/6/2001 0:00:00,342,1,50,"Longfin Smelt",790,2
4/6/2001 0:00:00,342,2,50,"Longfin Smelt",652,2
4/6/2001 0:00:00,342,3,50,"Longfin Smelt",1273,2
4/6/2001 0:00:00,343,1,50,"Longfin Smelt",1248,2
4/6/2001 0:00:00,343,2,50,"Longfin Smelt",2199,2
4/6/2001 0:00:00,343,3,50,"Longfin Smelt",1799,2
4/6/2001 0:00:00,344,1,50,"Longfin Smelt",544,2
4/6/2001 0:00:00,344,2,50,"Longfin Smelt",539,2
4/6/2001 0:00:00,344,3,50,"Longfin Smelt",751,2
4/6/2001 0:00:00,345,1,50,"Longfin Smelt",409,2
4/6/2001 0:00:00,345,2,50,"Longfin Smelt",689,2
4/6/2001 0:00:00,345,3,50,"Longfin Smelt",798,2
4/6/2001 0:00:00,346,1,50,"Longfin Smelt",1484,2
4/6/2001 0:00:00,346,2,50,"Longfin Smelt",732,2
4/6/2001 0:00:00,346,3,50,"Longfin Smelt",925,2
4/7/2001 0:00:00,347,1,50,"Longfin Smelt",3383,2
4/7/2001 0:00:00,347,2,50,"Longfin Smelt",3453,2
4/7/2001 0:00:00,347,3,50,"Longfin Smelt",2812,2
4/7/2001 0:00:00,348,1,50,"Longfin Smelt",673,2
4/7/2001 0:00:00,348,2,50,"Longfin Smelt",563,2
4/7/2001 0:00:00,348,3,50,"Longfin Smelt",503,2
4/7/2001 0:00:00,349,1,50,"Longfin Smelt",145,2
4/7/2001 0:00:00,349,2,50,"Longfin Smelt",140,2
4/7/2001 0:00:00,349,3,50,"Longfin Smelt",103,2
4/7/2001 0:00:00,405,1,50,"Longfin Smelt",111,2
4/7/2001 0:00:00,405,2,50,"Longfin Smelt",53,2
4/7/2001 0:00:00,405,3,50,"Longfin Smelt",120,2
4/7/2001 0:00:00,411,1,45,"Longfin Smelt",45,2
4/7/2001 0:00:00,411,2,50,"Longfin Smelt",50,2
4/7/2001 0:00:00,411,3,39,"Longfin Smelt",39,2
4/7/2001 0:00:00,504,1,20,"Longfin Smelt",20,2
4/7/2001 0:00:00,504,2,24,"Longfin Smelt",24,2
4/7/2001 0:00:00,504,3,37,"Longfin Smelt",37,2
4/16/2001 0:00:00,809,1,4,"Longfin Smelt",4,2
4/16/2001 0:00:00,809,2,5,"Longfin Smelt",5,2
4/16/2001 0:00:00,809,3,1,"Longfin Smelt",1,2
4/16/2001 0:00:00,901,1,12,"Longfin Smelt",12,2
4/16/2001 0:00:00,901,2,1,"Longfin Smelt",1,2
4/16/2001 0:00:00,902,1,1,"Longfin Smelt",1,2
4/16/2001 0:00:00,902,2,1,"Longfin Smelt",1,2
4/16/2001 0:00:00,902,3,1,"Longfin Smelt",1,2
4/16/2001 0:00:00,910,2,1,"Longfin Smelt",1,2
4/16/2001 0:00:00,910,3,2,"Longfin Smelt",2,2
4/16/2001 0:00:00,912,2,1,"Longfin Smelt",1,2
4/16/2001 0:00:00,915,2,3,"Longfin Smelt",3,2
4/17/2001 0:00:00,705,3,2,"Longfin Smelt",2,2
4/17/2001 0:00:00,706,1,12,"Longfin Smelt",12,2
4/17/2001 0:00:00,706,2,24,"Longfin Smelt",24,2
4/17/2001 0:00:00,706,3,8,"Longfin Smelt",8,2
4/17/2001 0:00:00,707,1,14,"Longfin Smelt",14,2
4/17/2001 0:00:00,707,2,3,"Longfin Smelt",3,2
4/17/2001 0:00:00,707,3,11,"Longfin Smelt",11,2
4/17/2001 0:00:00,716,1,1,"Longfin Smelt",1,2
4/17/2001 0:00:00,716,2,1,"Longfin Smelt",1,2
4/17/2001 0:00:00,716,3,1,"Longfin Smelt",1,2
4/17/2001 0:00:00,812,1,1,"Longfin Smelt",1,2
4/17/2001 0:00:00,812,3,2,"Longfin Smelt",2,2
4/17/2001 0:00:00,815,1,1,"Longfin Smelt",1,2
4/17/2001 0:00:00,906,1,1,"Longfin Smelt",1,2
4/17/2001 0:00:00,906,3,1,"Longfin Smelt",1,2
4/18/2001 0:00:00,508,1,25,"Longfin Smelt",25,2
4/18/2001 0:00:00,508,2,18,"Longfin Smelt",18,2
4/18/2001 0:00:00,508,3,34,"Longfin Smelt",34,2
4/18/2001 0:00:00,513,1,4,"Longfin Smelt",4,2
4/18/2001 0:00:00,513,2,9,"Longfin Smelt",9,2
4/18/2001 0:00:00,513,3,9,"Longfin Smelt",9,2
4/18/2001 0:00:00,520,1,14,"Longfin Smelt",14,2
4/18/2001 0:00:00,520,2,12,"Longfin Smelt",12,2
4/18/2001 0:00:00,520,3,34,"Longfin Smelt",34,2
4/18/2001 0:00:00,703,1,39,"Longfin Smelt",39,2
4/18/2001 0:00:00,703,2,33,"Longfin Smelt",33,2
4/18/2001 0:00:00,703,3,24,"Longfin Smelt",24,2
4/18/2001 0:00:00,704,1,21,"Longfin Smelt",21,2
4/18/2001 0:00:00,704,2,14,"Longfin Smelt",14,2
4/18/2001 0:00:00,704,3,13,"Longfin Smelt",13,2
4/18/2001 0:00:00,801,1,12,"Longfin Smelt",12,2
4/18/2001 0:00:00,801,2,30,"Longfin Smelt",30,2
4/18/2001 0:00:00,801,3,9,"Longfin Smelt",9,2
4/18/2001 0:00:00,804,1,18,"Longfin Smelt",18,2
4/18/2001 0:00:00,804,2,18,"Longfin Smelt",18,2
4/18/2001 0:00:00,804,3,10,"Longfin Smelt",10,2
4/19/2001 0:00:00,418,1,20,"Longfin Smelt",21,2
4/19/2001 0:00:00,418,2,28,"Longfin Smelt",28,2
4/19/2001 0:00:00,418,3,6,"Longfin Smelt",6,2
4/19/2001 0:00:00,501,1,32,"Longfin Smelt",32,2
4/19/2001 0:00:00,501,2,22,"Longfin Smelt",22,2
4/19/2001 0:00:00,501,3,16,"Longfin Smelt",16,2
4/19/2001 0:00:00,519,1,12,"Longfin Smelt",12,2
4/19/2001 0:00:00,519,2,38,"Longfin Smelt",38,2
4/19/2001 0:00:00,519,3,33,"Longfin Smelt",33,2
4/19/2001 0:00:00,602,1,43,"Longfin Smelt",43,2
4/19/2001 0:00:00,602,2,42,"Longfin Smelt",42,2
4/19/2001 0:00:00,602,3,49,"Longfin Smelt",49,2
4/19/2001 0:00:00,606,1,8,"Longfin Smelt",8,2
4/19/2001 0:00:00,606,2,7,"Longfin Smelt",7,2
4/19/2001 0:00:00,606,3,3,"Longfin Smelt",3,2
4/19/2001 0:00:00,609,1,3,"Longfin Smelt",3,2
4/19/2001 0:00:00,609,2,4,"Longfin Smelt",4,2
4/19/2001 0:00:00,609,3,6,"Longfin Smelt",6,2
4/19/2001 0:00:00,610,1,6,"Longfin Smelt",6,2
4/19/2001 0:00:00,610,3,3,"Longfin Smelt",3,2
4/20/2001 0:00:00,323,1,1,"Longfin Smelt",1,2
4/20/2001 0:00:00,340,1,11,"Longfin Smelt",11,2
4/20/2001 0:00:00,340,2,6,"Longfin Smelt",6,2
4/20/2001 0:00:00,340,3,7,"Longfin Smelt",7,2
4/20/2001 0:00:00,342,1,50,"Longfin Smelt",392,2
4/20/2001 0:00:00,342,2,50,"Longfin Smelt",186,2
4/20/2001 0:00:00,342,3,50,"Longfin Smelt",471,2
4/20/2001 0:00:00,343,1,50,"Longfin Smelt",124,2
4/20/2001 0:00:00,343,2,50,"Longfin Smelt",76,2
4/20/2001 0:00:00,343,3,50,"Longfin Smelt",167,2
4/20/2001 0:00:00,344,1,50,"Longfin Smelt",78,2
4/20/2001 0:00:00,344,2,50,"Longfin Smelt",80,2
4/20/2001 0:00:00,344,3,49,"Longfin Smelt",160,2
4/20/2001 0:00:00,345,1,50,"Longfin Smelt",486,2
4/20/2001 0:00:00,345,2,50,"Longfin Smelt",227,2
4/20/2001 0:00:00,345,3,50,"Longfin Smelt",261,2
4/20/2001 0:00:00,346,1,50,"Longfin Smelt",1021,2
4/20/2001 0:00:00,346,2,50,"Longfin Smelt",1511,2
4/20/2001 0:00:00,346,3,50,"Longfin Smelt",1138,2
4/21/2001 0:00:00,405,1,31,"Longfin Smelt",31,2
4/21/2001 0:00:00,405,2,18,"Longfin Smelt",18,2
4/21/2001 0:00:00,405,3,12,"Longfin Smelt",12,2
4/21/2001 0:00:00,411,1,10,"Longfin Smelt",10,2
4/21/2001 0:00:00,411,2,6,"Longfin Smelt",6,2
4/21/2001 0:00:00,411,3,4,"Longfin Smelt",4,2
4/21/2001 0:00:00,504,1,3,"Longfin Smelt",3,2
4/21/2001 0:00:00,504,2,4,"Longfin Smelt",4,2
4/21/2001 0:00:00,504,3,8,"Longfin Smelt",8,2
4/30/2001 0:00:00,809,1,4,"Longfin Smelt",4,2
4/30/2001 0:00:00,809,2,4,"Longfin Smelt",4,2
4/30/2001 0:00:00,809,3,3,"Longfin Smelt",3,2
4/30/2001 0:00:00,901,2,2,"Longfin Smelt",2,2
4/30/2001 0:00:00,901,3,5,"Longfin Smelt",5,2
4/30/2001 0:00:00,902,1,6,"Longfin Smelt",6,2
4/30/2001 0:00:00,912,2,2,"Longfin Smelt",2,2
4/30/2001 0:00:00,914,1,2,"Longfin Smelt",2,2
4/30/2001 0:00:00,918,1,2,"Longfin Smelt",2,2
4/30/2001 0:00:00,918,2,1,"Longfin Smelt",1,2
4/30/2001 0:00:00,918,3,1,"Longfin Smelt",1,2
5/1/2001 0:00:00,520,1,9,"Longfin Smelt",9,2
5/1/2001 0:00:00,520,2,12,"Longfin Smelt",12,2
5/1/2001 0:00:00,520,3,29,"Longfin Smelt",29,2
5/1/2001 0:00:00,703,1,24,"Longfin Smelt",24,2
5/1/2001 0:00:00,703,2,6,"Longfin Smelt",6,2
5/1/2001 0:00:00,703,3,6,"Longfin Smelt",6,2
5/1/2001 0:00:00,704,1,39,"Longfin Smelt",39,2
5/1/2001 0:00:00,704,2,32,"Longfin Smelt",32,2
5/1/2001 0:00:00,704,3,48,"Longfin Smelt",48,2
5/1/2001 0:00:00,705,2,2,"Longfin Smelt",2,2
5/1/2001 0:00:00,705,3,1,"Longfin Smelt",1,2
5/1/2001 0:00:00,706,1,50,"Longfin Smelt",58,2
5/1/2001 0:00:00,706,2,43,"Longfin Smelt",43,2
5/1/2001 0:00:00,706,3,47,"Longfin Smelt",47,2
5/1/2001 0:00:00,707,1,50,"Longfin Smelt",70,2
5/1/2001 0:00:00,707,2,48,"Longfin Smelt",48,2
5/1/2001 0:00:00,707,3,29,"Longfin Smelt",29,2
5/1/2001 0:00:00,711,1,1,"Longfin Smelt",1,2
5/1/2001 0:00:00,716,1,1,"Longfin Smelt",1,2
5/1/2001 0:00:00,716,2,3,"Longfin Smelt",3,2
5/1/2001 0:00:00,716,3,2,"Longfin Smelt",2,2
5/1/2001 0:00:00,812,1,1,"Longfin Smelt",1,2
5/1/2001 0:00:00,812,2,1,"Longfin Smelt",1,2
5/3/2001 0:00:00,508,1,8,"Longfin Smelt",8,2
5/3/2001 0:00:00,508,2,23,"Longfin Smelt",23,2
5/3/2001 0:00:00,508,3,7,"Longfin Smelt",7,2
5/3/2001 0:00:00,804,1,9,"Longfin Smelt",9,2
5/3/2001 0:00:00,804,2,3,"Longfin Smelt",3,2
5/3/2001 0:00:00,804,3,3,"Longfin Smelt",3,2
5/4/2001 0:00:00,405,1,13,"Longfin Smelt",13,2
5/4/2001 0:00:00,405,2,18,"Longfin Smelt",18,2
5/4/2001 0:00:00,405,3,37,"Longfin Smelt",37,2
5/4/2001 0:00:00,418,1,39,"Longfin Smelt",39,2
5/4/2001 0:00:00,418,2,44,"Longfin Smelt",44,2
5/4/2001 0:00:00,418,3,50,"Longfin Smelt",74,2
5/4/2001 0:00:00,513,1,8,"Longfin Smelt",8,2
5/4/2001 0:00:00,513,2,3,"Longfin Smelt",3,2
5/4/2001 0:00:00,513,3,8,"Longfin Smelt",8,2
5/4/2001 0:00:00,602,1,4,"Longfin Smelt",4,2
5/4/2001 0:00:00,602,2,4,"Longfin Smelt",4,2
5/4/2001 0:00:00,602,3,10,"Longfin Smelt",10,2
5/4/2001 0:00:00,606,1,5,"Longfin Smelt",5,2
5/4/2001 0:00:00,606,2,10,"Longfin Smelt",10,2
5/4/2001 0:00:00,606,3,29,"Longfin Smelt",29,2
5/4/2001 0:00:00,609,1,50,"Longfin Smelt",65,2
5/4/2001 0:00:00,609,2,50,"Longfin Smelt",55,2
5/4/2001 0:00:00,609,3,30,"Longfin Smelt",30,2
5/4/2001 0:00:00,610,1,7,"Longfin Smelt",7,2
5/4/2001 0:00:00,610,2,6,"Longfin Smelt",6,2
5/4/2001 0:00:00,610,3,4,"Longfin Smelt",4,2
5/4/2001 0:00:00,801,1,5,"Longfin Smelt",5,2
5/4/2001 0:00:00,801,2,17,"Longfin Smelt",17,2
5/4/2001 0:00:00,801,3,13,"Longfin Smelt",13,2
5/5/2001 0:00:00,342,1,12,"Longfin Smelt",12,2
5/5/2001 0:00:00,342,2,8,"Longfin Smelt",8,2
5/5/2001 0:00:00,342,3,10,"Longfin Smelt",10,2
5/5/2001 0:00:00,344,1,24,"Longfin Smelt",24,2
5/5/2001 0:00:00,344,2,26,"Longfin Smelt",26,2
5/5/2001 0:00:00,344,3,29,"Longfin Smelt",29,2
5/5/2001 0:00:00,346,1,50,"Longfin Smelt",324,2
5/5/2001 0:00:00,346,2,50,"Longfin Smelt",265,2
5/5/2001 0:00:00,346,3,50,"Longfin Smelt",146,2
5/5/2001 0:00:00,347,1,50,"Longfin Smelt",616,2
5/5/2001 0:00:00,347,2,50,"Longfin Smelt",1473,2
5/5/2001 0:00:00,347,3,50,"Longfin Smelt",652,2
5/5/2001 0:00:00,348,1,50,"Longfin Smelt",251,2
5/5/2001 0:00:00,348,2,50,"Longfin Smelt",314,2
5/5/2001 0:00:00,348,3,50,"Longfin Smelt",331,2
5/5/2001 0:00:00,349,1,50,"Longfin Smelt",134,2
5/5/2001 0:00:00,349,2,50,"Longfin Smelt",171,2
5/5/2001 0:00:00,349,3,50,"Longfin Smelt",232,2
5/7/2001 0:00:00,411,1,1,"Longfin Smelt",1,2
5/7/2001 0:00:00,411,2,1,"Longfin Smelt",1,2
5/7/2001 0:00:00,501,1,2,"Longfin Smelt",2,2
5/7/2001 0:00:00,501,2,2,"Longfin Smelt",2,2
5/7/2001 0:00:00,501,3,2,"Longfin Smelt",2,2
5/7/2001 0:00:00,504,1,5,"Longfin Smelt",5,2
5/7/2001 0:00:00,504,2,10,"Longfin Smelt",10,2
5/7/2001 0:00:00,504,3,3,"Longfin Smelt",3,2
5/7/2001 0:00:00,519,1,3,"Longfin Smelt",3,2
5/14/2001 0:00:00,809,3,1,"Longfin Smelt",1,2
5/14/2001 0:00:00,915,1,1,"Longfin Smelt",1,2
5/14/2001 0:00:00,915,2,1,"Longfin Smelt",1,2
5/14/2001 0:00:00,915,3,2,"Longfin Smelt",2,2
5/15/2001 0:00:00,705,1,2,"Longfin Smelt",2,2
5/15/2001 0:00:00,705,2,1,"Longfin Smelt",1,2
5/15/2001 0:00:00,705,3,2,"Longfin Smelt",2,2
5/15/2001 0:00:00,706,1,15,"Longfin Smelt",15,2
5/15/2001 0:00:00,706,2,19,"Longfin Smelt",19,2
5/15/2001 0:00:00,706,3,6,"Longfin Smelt",6,2
5/15/2001 0:00:00,707,1,13,"Longfin Smelt",13,2
5/15/2001 0:00:00,707,2,14,"Longfin Smelt",14,2
5/15/2001 0:00:00,707,3,7,"Longfin Smelt",7,2
5/16/2001 0:00:00,508,1,3,"Longfin Smelt",3,2
5/16/2001 0:00:00,508,2,1,"Longfin Smelt",1,2
5/16/2001 0:00:00,508,3,5,"Longfin Smelt",5,2
5/16/2001 0:00:00,513,1,14,"Longfin Smelt",14,2
5/16/2001 0:00:00,513,2,12,"Longfin Smelt",12,2
5/16/2001 0:00:00,513,3,4,"Longfin Smelt",4,2
5/16/2001 0:00:00,519,3,1,"Longfin Smelt",1,2
5/16/2001 0:00:00,520,1,1,"Longfin Smelt",1,2
5/16/2001 0:00:00,520,2,2,"Longfin Smelt",2,2
5/16/2001 0:00:00,520,3,5,"Longfin Smelt",5,2
5/16/2001 0:00:00,703,1,37,"Longfin Smelt",37,2
5/16/2001 0:00:00,703,2,31,"Longfin Smelt",31,2
5/16/2001 0:00:00,703,3,31,"Longfin Smelt",31,2
5/16/2001 0:00:00,704,1,50,"Longfin Smelt",141,2
5/16/2001 0:00:00,704,2,27,"Longfin Smelt",27,2
5/16/2001 0:00:00,704,3,50,"Longfin Smelt",103,2
5/16/2001 0:00:00,801,1,8,"Longfin Smelt",8,2
5/16/2001 0:00:00,801,2,7,"Longfin Smelt",7,2
5/16/2001 0:00:00,801,3,3,"Longfin Smelt",3,2
5/16/2001 0:00:00,804,2,2,"Longfin Smelt",2,2
5/16/2001 0:00:00,804,3,4,"Longfin Smelt",4,2
5/17/2001 0:00:00,418,1,3,"Longfin Smelt",3,2
5/17/2001 0:00:00,418,2,9,"Longfin Smelt",9,2
5/17/2001 0:00:00,418,3,7,"Longfin Smelt",7,2
5/17/2001 0:00:00,501,2,1,"Longfin Smelt",1,2
5/17/2001 0:00:00,606,2,3,"Longfin Smelt",3,2
5/17/2001 0:00:00,609,1,3,"Longfin Smelt",3,2
5/17/2001 0:00:00,609,2,3,"Longfin Smelt",3,2
5/17/2001 0:00:00,609,3,5,"Longfin Smelt",5,2
5/17/2001 0:00:00,610,1,1,"Longfin Smelt",1,2
5/17/2001 0:00:00,610,2,1,"Longfin Smelt",1,2
5/17/2001 0:00:00,610,3,7,"Longfin Smelt",7,2
5/18/2001 0:00:00,342,1,4,"Longfin Smelt",4,2
5/18/2001 0:00:00,342,3,1,"Longfin Smelt",1,2
5/19/2001 0:00:00,405,1,5,"Longfin Smelt",5,2
5/19/2001 0:00:00,405,2,2,"Longfin Smelt",2,2
5/19/2001 0:00:00,405,3,2,"Longfin Smelt",2,2
5/19/2001 0:00:00,504,1,4,"Longfin Smelt",4,2
5/19/2001 0:00:00,504,3,8,"Longfin Smelt",8,2
5/29/2001 0:00:00,901,2,2,"Longfin Smelt",2,2
5/30/2001 0:00:00,705,2,3,"Longfin Smelt",3,2
5/30/2001 0:00:00,706,1,11,"Longfin Smelt",11,2
5/30/2001 0:00:00,706,2,12,"Longfin Smelt",12,2
5/30/2001 0:00:00,706,3,13,"Longfin Smelt",13,2
5/30/2001 0:00:00,707,2,1,"Longfin Smelt",1,2
5/31/2001 0:00:00,508,1,14,"Longfin Smelt",14,2
5/31/2001 0:00:00,508,2,5,"Longfin Smelt",5,2
5/31/2001 0:00:00,508,3,7,"Longfin Smelt",7,2
5/31/2001 0:00:00,513,1,7,"Longfin Smelt",7,2
5/31/2001 0:00:00,513,2,11,"Longfin Smelt",11,2
5/31/2001 0:00:00,513,3,13,"Longfin Smelt",13,2
5/31/2001 0:00:00,519,1,26,"Longfin Smelt",26,2
5/31/2001 0:00:00,519,2,20,"Longfin Smelt",20,2
5/31/2001 0:00:00,519,3,15,"Longfin Smelt",15,2
5/31/2001 0:00:00,520,1,17,"Longfin Smelt",17,2
5/31/2001 0:00:00,520,2,10,"Longfin Smelt",10,2
5/31/2001 0:00:00,520,3,21,"Longfin Smelt",21,2
5/31/2001 0:00:00,703,1,6,"Longfin Smelt",6,2
5/31/2001 0:00:00,703,2,3,"Longfin Smelt",3,2
5/31/2001 0:00:00,703,3,1,"Longfin Smelt",1,2
5/31/2001 0:00:00,801,1,1,"Longfin Smelt",1,2
5/31/2001 0:00:00,801,2,1,"Longfin Smelt",1,2
5/31/2001 0:00:00,804,1,4,"Longfin Smelt",4,2
5/31/2001 0:00:00,804,2,4,"Longfin Smelt",4,2
6/1/2001 0:00:00,501,1,5,"Longfin Smelt",5,2
6/1/2001 0:00:00,501,2,4,"Longfin Smelt",4,2
6/1/2001 0:00:00,501,3,2,"Longfin Smelt",2,2
6/1/2001 0:00:00,602,1,12,"Longfin Smelt",12,2
6/1/2001 0:00:00,602,2,2,"Longfin Smelt",2,2
6/1/2001 0:00:00,602,3,1,"Longfin Smelt",1,2
6/1/2001 0:00:00,606,1,1,"Longfin Smelt",1,2
6/1/2001 0:00:00,606,2,2,"Longfin Smelt",2,2
6/1/2001 0:00:00,606,3,3,"Longfin Smelt",3,2
