"Station","Date","AnalyteName","Result"
"C10","6/11/2001","chla",70.4
"C10","6/11/2001","temp",22.9
"C10","6/11/2001","secchi",NA
"C10","6/11/2001","Microcystis",NA
"C10","7/10/2001","chla",102
"C10","7/10/2001","temp",23.9
"C10","7/10/2001","secchi",NA
"C10","7/10/2001","Microcystis",NA
"C10","8/9/2001","chla",80.4
"C10","8/9/2001","temp",26.7
"C10","8/9/2001","secchi",NA
"C10","8/9/2001","Microcystis",NA
"C10","9/7/2001","chla",37.8
"C10","9/7/2001","temp",22.2
"C10","9/7/2001","secchi",NA
"C10","9/7/2001","Microcystis",NA
"C10","10/5/2001","chla",19.2
"C10","10/5/2001","temp",20.52
"C10","10/5/2001","secchi",NA
"C10","10/5/2001","Microcystis",NA
"C10","11/5/2001","chla",9.29
"C10","11/5/2001","temp",17.1
"C10","11/5/2001","secchi",NA
"C10","11/5/2001","Microcystis",NA
"C10","12/3/2001","chla",3.95
"C10","12/3/2001","temp",11.5
"C10","12/3/2001","secchi",NA
"C10","12/3/2001","Microcystis",NA
"C10","1/3/2002","chla",4.81
"C10","1/3/2002","temp",13
"C10","1/3/2002","secchi",NA
"C10","1/3/2002","Microcystis",NA
"C10","2/22/2002","chla",16.2
"C10","2/22/2002","temp",14.1
"C10","2/22/2002","secchi",NA
"C10","2/22/2002","Microcystis",NA
"C10","3/4/2002","chla",9.51
"C10","3/4/2002","temp",15.1
"C10","3/4/2002","secchi",NA
"C10","3/4/2002","Microcystis",NA
"C10","4/9/2002","chla",28.5
"C10","4/9/2002","temp",18.7
"C10","4/9/2002","secchi",NA
"C10","4/9/2002","Microcystis",NA
"C10","5/1/2002","chla",6.54
"C10","5/1/2002","temp",15.1
"C10","5/1/2002","secchi",NA
"C10","5/1/2002","Microcystis",NA
"C10","6/7/2002","chla",65.6
"C10","6/7/2002","temp",23
"C10","6/7/2002","secchi",NA
"C10","6/7/2002","Microcystis",NA
"C10","7/18/2002","chla",75.4
"C10","7/18/2002","temp",23.8
"C10","7/18/2002","secchi",NA
"C10","7/18/2002","Microcystis",NA
"C10","8/13/2002","chla",118
"C10","8/13/2002","temp",25.4
"C10","8/13/2002","secchi",NA
"C10","8/13/2002","Microcystis",NA
"C10","9/20/2002","chla",58.5
"C10","9/20/2002","temp",24.1
"C10","9/20/2002","secchi",NA
"C10","9/20/2002","Microcystis",NA
"C10","10/15/2002","chla",25.6
"C10","10/15/2002","temp",19.2
"C10","10/15/2002","secchi",NA
"C10","10/15/2002","Microcystis",NA
"C10","11/8/2002","chla",6.96
"C10","11/8/2002","temp",15.7
"C10","11/8/2002","secchi",NA
"C10","11/8/2002","Microcystis",NA
"C10","12/9/2002","chla",6.4
"C10","12/9/2002","temp",11.1
"C10","12/9/2002","secchi",NA
"C10","12/9/2002","Microcystis",NA
"C10","1/10/2003","chla",2.79
"C10","1/10/2003","temp",10.9
"C10","1/10/2003","secchi",NA
"C10","1/10/2003","Microcystis",NA
"C10","2/4/2003","chla",3.65
"C10","2/4/2003","temp",12.1
"C10","2/4/2003","secchi",NA
"C10","2/4/2003","Microcystis",NA
"C10","3/12/2003","chla",13.6
"C10","3/12/2003","temp",18.2
"C10","3/12/2003","secchi",NA
"C10","3/12/2003","Microcystis",NA
"C10","4/8/2003","chla",15.7
"C10","4/8/2003","temp",17.9
"C10","4/8/2003","secchi",NA
"C10","4/8/2003","Microcystis",NA
"C10","5/23/2003","chla",64.5
"C10","5/23/2003","temp",21.8
"C10","5/23/2003","secchi",NA
"C10","5/23/2003","Microcystis",NA
"C10","6/5/2003","chla",46.6
"C10","6/5/2003","temp",21.9
"C10","6/5/2003","secchi",NA
"C10","6/5/2003","Microcystis",NA
"C10","7/17/2003","chla",54.2
"C10","7/17/2003","temp",27
"C10","7/17/2003","secchi",NA
"C10","7/17/2003","Microcystis",NA
"C10","8/4/2003","chla",44.7
"C10","8/4/2003","temp",25.8
"C10","8/4/2003","secchi",NA
"C10","8/4/2003","Microcystis",NA
"C10","9/12/2003","chla",16.4
"C10","9/12/2003","temp",23.8
"C10","9/12/2003","secchi",NA
"C10","9/12/2003","Microcystis",NA
"C10","10/15/2003","chla",10.2
"C10","10/15/2003","temp",18.7
"C10","10/15/2003","secchi",NA
"C10","10/15/2003","Microcystis",NA
"C10","11/27/2003","chla",3.37
"C10","11/27/2003","temp",9.1
"C10","11/27/2003","secchi",NA
"C10","11/27/2003","Microcystis",NA
"C10","12/23/2003","chla",8.97
"C10","12/23/2003","temp",11.7
"C10","12/23/2003","secchi",NA
"C10","12/23/2003","Microcystis",NA
"C10","1/13/2004","chla",5.84
"C10","1/13/2004","temp",10.8
"C10","1/13/2004","secchi",NA
"C10","1/13/2004","Microcystis",NA
"C10","2/11/2004","chla",5.8
"C10","2/11/2004","temp",13
"C10","2/11/2004","secchi",NA
"C10","2/11/2004","Microcystis",NA
"C10","3/11/2004","chla",20.8
"C10","3/11/2004","temp",18.5
"C10","3/11/2004","secchi",NA
"C10","3/11/2004","Microcystis",NA
"C10","4/9/2004","chla",35.4
"C10","4/9/2004","temp",19.6
"C10","4/9/2004","secchi",NA
"C10","4/9/2004","Microcystis",NA
"C10","5/20/2004","chla",20.9
"C10","5/20/2004","temp",19.9
"C10","5/20/2004","secchi",NA
"C10","5/20/2004","Microcystis",NA
"C10","6/11/2004","chla",49.3
"C10","6/11/2004","temp",21.7
"C10","6/11/2004","secchi",NA
"C10","6/11/2004","Microcystis",NA
"C10","7/30/2004","chla",94.2
"C10","7/30/2004","temp",22.7
"C10","7/30/2004","secchi",NA
"C10","7/30/2004","Microcystis",NA
"C10","8/19/2004","chla",35
"C10","8/19/2004","temp",24.8
"C10","8/19/2004","secchi",NA
"C10","8/19/2004","Microcystis",NA
"C10","9/17/2004","chla",33.5
"C10","9/17/2004","temp",22.6
"C10","9/17/2004","secchi",NA
"C10","9/17/2004","Microcystis",NA
"C10","10/20/2004","chla",12.2
"C10","10/20/2004","temp",15.9
"C10","10/20/2004","secchi",NA
"C10","10/20/2004","Microcystis",NA
"C10","11/16/2004","chla",9.51
"C10","11/16/2004","temp",13.9
"C10","11/16/2004","secchi",NA
"C10","11/16/2004","Microcystis",NA
"C10","12/14/2004","chla",2.14
"C10","12/14/2004","temp",12.9
"C10","12/14/2004","secchi",NA
"C10","12/14/2004","Microcystis",NA
"C10","1/13/2005","chla",0.76
"C10","1/13/2005","temp",9.4
"C10","1/13/2005","secchi",NA
"C10","1/13/2005","Microcystis",NA
"C10","2/25/2005","chla",5.26
"C10","2/25/2005","temp",13.4
"C10","2/25/2005","secchi",NA
"C10","2/25/2005","Microcystis",NA
"C10","3/15/2005","chla",13.2
"C10","3/15/2005","temp",15.2
"C10","3/15/2005","secchi",NA
"C10","3/15/2005","Microcystis",NA
"C10","4/13/2005","chla",9.83
"C10","4/13/2005","temp",13.7
"C10","4/13/2005","secchi",NA
"C10","4/13/2005","Microcystis",NA
"C10","5/11/2005","chla",12.4
"C10","5/11/2005","temp",16
"C10","5/11/2005","secchi",NA
"C10","5/11/2005","Microcystis",NA
"C10","6/9/2005","chla",5.66
"C10","6/9/2005","temp",18.1
"C10","6/9/2005","secchi",NA
"C10","6/9/2005","Microcystis",NA
"C10","7/7/2005","chla",15.1
"C10","7/7/2005","temp",21.8
"C10","7/7/2005","secchi",NA
"C10","7/7/2005","Microcystis",NA
"C10","8/19/2005","chla",26.7
"C10","8/19/2005","temp",22.6
"C10","8/19/2005","secchi",NA
"C10","8/19/2005","Microcystis",NA
"C10A","1/13/2005","chla",2.22
"C10A","1/13/2005","temp",9.5
"C10A","1/13/2005","secchi",NA
"C10A","1/13/2005","Microcystis",NA
"C10A","2/25/2005","chla",4.17
"C10A","2/25/2005","temp",13.5
"C10A","2/25/2005","secchi",NA
"C10A","2/25/2005","Microcystis",NA
"C10A","3/15/2005","chla",16.2
"C10A","3/15/2005","temp",15.3
"C10A","3/15/2005","secchi",NA
"C10A","3/15/2005","Microcystis",NA
"C10A","4/13/2005","chla",9.8
"C10A","4/13/2005","temp",13.9
"C10A","4/13/2005","secchi",NA
"C10A","4/13/2005","Microcystis",NA
"C10A","5/11/2005","chla",10.7
"C10A","5/11/2005","temp",15.9
"C10A","5/11/2005","secchi",NA
"C10A","5/11/2005","Microcystis",NA
"C10A","6/9/2005","chla",5.13
"C10A","6/9/2005","temp",18.3
"C10A","6/9/2005","secchi",NA
"C10A","6/9/2005","Microcystis",NA
"C10A","7/7/2005","chla",13.5
"C10A","7/7/2005","temp",21.6
"C10A","7/7/2005","secchi",NA
"C10A","7/7/2005","Microcystis",NA
"C10A","8/19/2005","chla",21.5
"C10A","8/19/2005","temp",22.8
"C10A","8/19/2005","secchi",NA
"C10A","8/19/2005","Microcystis",NA
"C10A","9/30/2005","chla",3.64
"C10A","9/30/2005","temp",20.7
"C10A","9/30/2005","secchi",NA
"C10A","9/30/2005","Microcystis",NA
"C10A","10/31/2005","chla",4.59
"C10A","10/31/2005","temp",16.9
"C10A","10/31/2005","secchi",NA
"C10A","10/31/2005","Microcystis",NA
"C10A","11/16/2005","chla",1.86
"C10A","11/16/2005","temp",13.3
"C10A","11/16/2005","secchi",NA
"C10A","11/16/2005","Microcystis",NA
"C10A","12/16/2005","chla",8.22
"C10A","12/16/2005","temp",9.9
"C10A","12/16/2005","secchi",NA
"C10A","12/16/2005","Microcystis",NA
"C10A","1/26/2006","chla",2.33
"C10A","1/26/2006","temp",11
"C10A","1/26/2006","secchi",NA
"C10A","1/26/2006","Microcystis",NA
"C10A","2/15/2006","chla",3.78
"C10A","2/15/2006","temp",11.9
"C10A","2/15/2006","secchi",NA
"C10A","2/15/2006","Microcystis",NA
"C10A","3/17/2006","chla",4.59
"C10A","3/17/2006","temp",11.7
"C10A","3/17/2006","secchi",NA
"C10A","3/17/2006","Microcystis",NA
"C10A","4/18/2006","chla",6.69
"C10A","4/18/2006","temp",14.4
"C10A","4/18/2006","secchi",NA
"C10A","4/18/2006","Microcystis",NA
"C10A","5/16/2006","chla",3.34
"C10A","5/16/2006","temp",21.7
"C10A","5/16/2006","secchi",NA
"C10A","5/16/2006","Microcystis",NA
"C10A","6/14/2006","chla",9.18
"C10A","6/14/2006","temp",19.5
"C10A","6/14/2006","secchi",NA
"C10A","6/14/2006","Microcystis",NA
"C10A","7/12/2006","chla",32.9
"C10A","7/12/2006","temp",21.5
"C10A","7/12/2006","secchi",NA
"C10A","7/12/2006","Microcystis",NA
"C10A","8/14/2006","chla",16.7
"C10A","8/14/2006","temp",23.3
"C10A","8/14/2006","secchi",NA
"C10A","8/14/2006","Microcystis",NA
"C10A","9/13/2006","chla",11.1
"C10A","9/13/2006","temp",21.7
"C10A","9/13/2006","secchi",NA
"C10A","9/13/2006","Microcystis",NA
"C10A","10/6/2006","chla",5.87
"C10A","10/6/2006","temp",17.2
"C10A","10/6/2006","secchi",NA
"C10A","10/6/2006","Microcystis",NA
"C10A","11/7/2006","chla",6.19
"C10A","11/7/2006","temp",16.2
"C10A","11/7/2006","secchi",NA
"C10A","11/7/2006","Microcystis",NA
"C10A","12/6/2006","chla",5.55
"C10A","12/6/2006","temp",9.4
"C10A","12/6/2006","secchi",NA
"C10A","12/6/2006","Microcystis",NA
"C10A","1/9/2007","chla",5.98
"C10A","1/9/2007","temp",7.8
"C10A","1/9/2007","secchi",NA
"C10A","1/9/2007","Microcystis",NA
"C10A","2/7/2007","chla",13.6
"C10A","2/7/2007","temp",12.5
"C10A","2/7/2007","secchi",NA
"C10A","2/7/2007","Microcystis",NA
"C10A","3/7/2007","chla",9.61
"C10A","3/7/2007","temp",15.2
"C10A","3/7/2007","secchi",NA
"C10A","3/7/2007","Microcystis",NA
"C10A","4/6/2007","chla",46.4
"C10A","4/6/2007","temp",18.3
"C10A","4/6/2007","secchi",NA
"C10A","4/6/2007","Microcystis",NA
"C10A","5/4/2007","chla",15.4
"C10A","5/4/2007","temp",15.4
"C10A","5/4/2007","secchi",NA
"C10A","5/4/2007","Microcystis",NA
"C10A","6/6/2007","chla",43.6
"C10A","6/6/2007","temp",18.9
"C10A","6/6/2007","secchi",NA
"C10A","6/6/2007","Microcystis",NA
"C10A","7/17/2007","chla",70.1
"C10A","7/17/2007","temp",24.4
"C10A","7/17/2007","secchi",NA
"C10A","7/17/2007","Microcystis",NA
"C10A","8/17/2007","chla",112
"C10A","8/17/2007","temp",23.4
"C10A","8/17/2007","secchi",NA
"C10A","8/17/2007","Microcystis",NA
"C10A","9/14/2007","chla",30.6
"C10A","9/14/2007","temp",21.4
"C10A","9/14/2007","secchi",NA
"C10A","9/14/2007","Microcystis",NA
"C10A","10/15/2007","chla",13.1
"C10A","10/15/2007","temp",18.5
"C10A","10/15/2007","secchi",NA
"C10A","10/15/2007","Microcystis",NA
"C10A","11/14/2007","chla",7.48
"C10A","11/14/2007","temp",16.8
"C10A","11/14/2007","secchi",NA
"C10A","11/14/2007","Microcystis",NA
"C10A","12/13/2007","chla",4.66
"C10A","12/13/2007","temp",9.9
"C10A","12/13/2007","secchi",NA
"C10A","12/13/2007","Microcystis",NA
"C10A","1/14/2008","chla",10.79
"C10A","1/14/2008","temp",11.6
"C10A","1/14/2008","secchi",NA
"C10A","1/14/2008","Microcystis",NA
"C10A","2/13/2008","chla",22.75
"C10A","2/13/2008","temp",14.3
"C10A","2/13/2008","secchi",NA
"C10A","2/13/2008","Microcystis",NA
"C10A","3/11/2008","chla",81.17
"C10A","3/11/2008","temp",16.2
"C10A","3/11/2008","secchi",NA
"C10A","3/11/2008","Microcystis",NA
"C10A","4/10/2008","chla",26.59
"C10A","4/10/2008","temp",15.6
"C10A","4/10/2008","secchi",NA
"C10A","4/10/2008","Microcystis",NA
"C10A","5/9/2008","chla",23.28
"C10A","5/9/2008","temp",18.7
"C10A","5/9/2008","secchi",NA
"C10A","5/9/2008","Microcystis",NA
"C10A","6/11/2008","chla",212
"C10A","6/11/2008","temp",21.7
"C10A","6/11/2008","secchi",NA
"C10A","6/11/2008","Microcystis",NA
"C10A","7/7/2008","chla",66
"C10A","7/7/2008","temp",26.3
"C10A","7/7/2008","secchi",NA
"C10A","7/7/2008","Microcystis",NA
"C10A","8/5/2008","chla",47.42
"C10A","8/5/2008","temp",23.9
"C10A","8/5/2008","secchi",NA
"C10A","8/5/2008","Microcystis",NA
"C10A","9/2/2008","chla",40.26
"C10A","9/2/2008","temp",21.5
"C10A","9/2/2008","secchi",NA
"C10A","9/2/2008","Microcystis",NA
"C10A","10/1/2008","chla",43.89
"C10A","10/1/2008","temp",22.4
"C10A","10/1/2008","secchi",NA
"C10A","10/1/2008","Microcystis",NA
"C10A","11/17/2008","chla",9.93
"C10A","11/17/2008","temp",15.9
"C10A","11/17/2008","secchi",NA
"C10A","11/17/2008","Microcystis",NA
"C10A","12/1/2008","chla",12.28
"C10A","12/1/2008","temp",12.8
"C10A","12/1/2008","secchi",NA
"C10A","12/1/2008","Microcystis",NA
"C10A","1/15/2009","chla",11.96
"C10A","1/15/2009","temp",10.8
"C10A","1/15/2009","secchi",NA
"C10A","1/15/2009","Microcystis",NA
"C10A","2/20/2009","chla",13.35
"C10A","2/20/2009","temp",12.5
"C10A","2/20/2009","secchi",NA
"C10A","2/20/2009","Microcystis",NA
"C10A","3/18/2009","chla",82.24
"C10A","3/18/2009","temp",18.6
"C10A","3/18/2009","secchi",NA
"C10A","3/18/2009","Microcystis",NA
"C10A","4/14/2009","chla",21.47
"C10A","4/14/2009","temp",16.2
"C10A","4/14/2009","secchi",NA
"C10A","4/14/2009","Microcystis",NA
"C10A","5/13/2009","chla",14.85
"C10A","5/13/2009","temp",18.3
"C10A","5/13/2009","secchi",NA
"C10A","5/13/2009","Microcystis",NA
"C10A","6/12/2009","chla",260.59
"C10A","6/12/2009","temp",21.8
"C10A","6/12/2009","secchi",NA
"C10A","6/12/2009","Microcystis",NA
"C10A","7/13/2009","chla",113
"C10A","7/13/2009","temp",23.2
"C10A","7/13/2009","secchi",NA
"C10A","7/13/2009","Microcystis",NA
"C10A","8/11/2009","chla",34.7
"C10A","8/11/2009","temp",25.6
"C10A","8/11/2009","secchi",NA
"C10A","8/11/2009","Microcystis",NA
"C10A","9/8/2009","chla",13.35
"C10A","9/8/2009","temp",22.5
"C10A","9/8/2009","secchi",NA
"C10A","9/8/2009","Microcystis",NA
"C10A","10/6/2009","chla",8.44
"C10A","10/6/2009","temp",16.8
"C10A","10/6/2009","secchi",NA
"C10A","10/6/2009","Microcystis",NA
"C10A","11/5/2009","chla",10.47
"C10A","11/5/2009","temp",16.8
"C10A","11/5/2009","secchi",NA
"C10A","11/5/2009","Microcystis",NA
"C10A","12/7/2009","chla",9.83
"C10A","12/7/2009","temp",9.1
"C10A","12/7/2009","secchi",NA
"C10A","12/7/2009","Microcystis",NA
"C10A","1/5/2010","chla",6.73
"C10A","1/5/2010","temp",11.4
"C10A","1/5/2010","secchi",NA
"C10A","1/5/2010","Microcystis",NA
"C10A","2/3/2010","chla",10.2
"C10A","2/3/2010","temp",11.9
"C10A","2/3/2010","secchi",NA
"C10A","2/3/2010","Microcystis",NA
"C10A","3/8/2010","chla",11.75
"C10A","3/8/2010","temp",14.5
"C10A","3/8/2010","secchi",NA
"C10A","3/8/2010","Microcystis",NA
"C10A","4/5/2010","chla",11.6
"C10A","4/5/2010","temp",13.4
"C10A","4/5/2010","secchi",NA
"C10A","4/5/2010","Microcystis",NA
"C10A","5/4/2010","chla",8.44
"C10A","5/4/2010","temp",17.4
"C10A","5/4/2010","secchi",NA
"C10A","5/4/2010","Microcystis",NA
"C10A","6/1/2010","chla",19
"C10A","6/1/2010","temp",19.4
"C10A","6/1/2010","secchi",NA
"C10A","6/1/2010","Microcystis",NA
"C10A","7/2/2010","chla",16.98
"C10A","7/2/2010","temp",18.7
"C10A","7/2/2010","secchi",NA
"C10A","7/2/2010","Microcystis",NA
"C10A","8/2/2010","chla",59.2
"C10A","8/2/2010","temp",23.2
"C10A","8/2/2010","secchi",NA
"C10A","8/2/2010","Microcystis",NA
"C10A","9/13/2010","chla",12.9
"C10A","9/13/2010","temp",21.3
"C10A","9/13/2010","secchi",NA
"C10A","9/13/2010","Microcystis",NA
"C10A","10/12/2010","chla",8.65
"C10A","10/12/2010","temp",20.3
"C10A","10/12/2010","secchi",NA
"C10A","10/12/2010","Microcystis",NA
"C10A","11/8/2010","chla",7.58
"C10A","11/8/2010","temp",15.1
"C10A","11/8/2010","secchi",NA
"C10A","11/8/2010","Microcystis",NA
"C10A","12/10/2010","chla",2.45
"C10A","12/10/2010","temp",12.7
"C10A","12/10/2010","secchi",NA
"C10A","12/10/2010","Microcystis",NA
"C10A","1/10/2011","chla",2.38
"C10A","1/10/2011","temp",8.2
"C10A","1/10/2011","secchi",NA
"C10A","1/10/2011","Microcystis",NA
"C10A","2/8/2011","chla",5.34
"C10A","2/8/2011","temp",11
"C10A","2/8/2011","secchi",NA
"C10A","2/8/2011","Microcystis",NA
"C10A","3/9/2011","chla",5.77
"C10A","3/9/2011","temp",12.9
"C10A","3/9/2011","secchi",NA
"C10A","3/9/2011","Microcystis",NA
"C10A","4/7/2011","chla",8.01
"C10A","4/7/2011","temp",14.9
"C10A","4/7/2011","secchi",NA
"C10A","4/7/2011","Microcystis",NA
"C10A","5/9/2011","chla",5.34
"C10A","5/9/2011","temp",16.4
"C10A","5/9/2011","secchi",NA
"C10A","5/9/2011","Microcystis",NA
"C10A","6/6/2011","chla",5.98
"C10A","6/6/2011","temp",14.8
"C10A","6/6/2011","secchi",NA
"C10A","6/6/2011","Microcystis",NA
"C10A","7/5/2011","chla",12.7
"C10A","7/5/2011","temp",22.1
"C10A","7/5/2011","secchi",NA
"C10A","7/5/2011","Microcystis",NA
"C10A","8/17/2011","chla",17.7
"C10A","8/17/2011","temp",18.6
"C10A","8/17/2011","secchi",NA
"C10A","8/17/2011","Microcystis",NA
"C10A","9/16/2011","chla",8.76
"C10A","9/16/2011","temp",18.8
"C10A","9/16/2011","secchi",NA
"C10A","9/16/2011","Microcystis",NA
"C10A","10/17/2011","chla",3.62
"C10A","10/17/2011","temp",17.5
"C10A","10/17/2011","secchi",NA
"C10A","10/17/2011","Microcystis",NA
"C10A","11/15/2011","chla",2.57
"C10A","11/15/2011","temp",13.2
"C10A","11/15/2011","secchi",NA
"C10A","11/15/2011","Microcystis",NA
"C10A","12/14/2011","chla",3.91
"C10A","12/14/2011","temp",8.9
"C10A","12/14/2011","secchi",NA
"C10A","12/14/2011","Microcystis",NA
"C10A","1/13/2012","chla",7.69
"C10A","1/13/2012","temp",9.3
"C10A","1/13/2012","secchi",NA
"C10A","1/13/2012","Microcystis",NA
"C10A","2/13/2012","chla",5.55
"C10A","2/13/2012","temp",12.8
"C10A","2/13/2012","secchi",NA
"C10A","2/13/2012","Microcystis",NA
"C10A","3/13/2012","chla",59.81
"C10A","3/13/2012","temp",14.4
"C10A","3/13/2012","secchi",NA
"C10A","3/13/2012","Microcystis",NA
"C10A","4/10/2012","chla",22.9
"C10A","4/10/2012","temp",14.63
"C10A","4/10/2012","secchi",NA
"C10A","4/10/2012","Microcystis",NA
"C10A","5/9/2012","chla",10.9
"C10A","5/9/2012","temp",19.6
"C10A","5/9/2012","secchi",NA
"C10A","5/9/2012","Microcystis",NA
"C10A","6/8/2012","chla",19.1
"C10A","6/8/2012","temp",21.07
"C10A","6/8/2012","secchi",NA
"C10A","6/8/2012","Microcystis",NA
"C10A","7/9/2012","chla",131
"C10A","7/9/2012","temp",23.8
"C10A","7/9/2012","secchi",NA
"C10A","7/9/2012","Microcystis",NA
"C10A","8/6/2012","chla",78.6
"C10A","8/6/2012","temp",24.46
"C10A","8/6/2012","secchi",NA
"C10A","8/6/2012","Microcystis",NA
"C10A","9/4/2012","chla",39.1
"C10A","9/4/2012","temp",23.04
"C10A","9/4/2012","secchi",NA
"C10A","9/4/2012","Microcystis",NA
"C10A","10/4/2012","chla",25.4
"C10A","10/4/2012","temp",22.18
"C10A","10/4/2012","secchi",NA
"C10A","10/4/2012","Microcystis",NA
"C10A","11/2/2012","chla",13.1
"C10A","11/2/2012","temp",16.99
"C10A","11/2/2012","secchi",NA
"C10A","11/2/2012","Microcystis",NA
"C10A","12/4/2012","chla",7.37
"C10A","12/4/2012","temp",14.4
"C10A","12/4/2012","secchi",NA
"C10A","12/4/2012","Microcystis",NA
"C10A","1/16/2013","chla",7.8
"C10A","1/16/2013","temp",8.82
"C10A","1/16/2013","secchi",NA
"C10A","1/16/2013","Microcystis",NA
"C10A","2/15/2013","chla",14.63
"C10A","2/15/2013","temp",12.57
"C10A","2/15/2013","secchi",NA
"C10A","2/15/2013","Microcystis",NA
"C10A","3/18/2013","chla",55.96
"C10A","3/18/2013","temp",17.28
"C10A","3/18/2013","secchi",NA
"C10A","3/18/2013","Microcystis",NA
"C10A","4/16/2013","chla",93.98
"C10A","4/16/2013","temp",16.57
"C10A","4/16/2013","secchi",NA
"C10A","4/16/2013","Microcystis",NA
"C10A","5/17/2013","chla",23.18
"C10A","5/17/2013","temp",18.85
"C10A","5/17/2013","secchi",NA
"C10A","5/17/2013","Microcystis",NA
"C10A","6/12/2013","chla",67.5
"C10A","6/12/2013","temp",23.35
"C10A","6/12/2013","secchi",NA
"C10A","6/12/2013","Microcystis",NA
"C10A","7/12/2013","chla",184.76
"C10A","7/12/2013","temp",23.26
"C10A","7/12/2013","secchi",NA
"C10A","7/12/2013","Microcystis",NA
"C10A","8/12/2013","chla",57.46
"C10A","8/12/2013","temp",25.65
"C10A","8/12/2013","secchi",NA
"C10A","8/12/2013","Microcystis",NA
"C10A","9/27/2013","chla",14.2
"C10A","9/27/2013","temp",17.62
"C10A","9/27/2013","secchi",NA
"C10A","9/27/2013","Microcystis",NA
"C10A","10/9/2013","chla",11.32
"C10A","10/9/2013","temp",17.97
"C10A","10/9/2013","secchi",NA
"C10A","10/9/2013","Microcystis",NA
"C10A","11/7/2013","chla",5.49
"C10A","11/7/2013","temp",13.77
"C10A","11/7/2013","secchi",NA
"C10A","11/7/2013","Microcystis",NA
"C10A","12/10/2013","chla",3.12
"C10A","12/10/2013","temp",7.38
"C10A","12/10/2013","secchi",NA
"C10A","12/10/2013","Microcystis",NA
"C10A","1/7/2014","chla",5.49
"C10A","1/7/2014","temp",10.33
"C10A","1/7/2014","secchi",180
"C10A","1/7/2014","Microcystis",NA
"C10A","2/5/2014","chla",11
"C10A","2/5/2014","temp",10.8
"C10A","2/5/2014","secchi",NA
"C10A","2/5/2014","Microcystis",NA
"C10A","3/6/2014","chla",30.22
"C10A","3/6/2014","temp",18.7
"C10A","3/6/2014","secchi",NA
"C10A","3/6/2014","Microcystis",NA
"C10A","4/4/2014","chla",34.18
"C10A","4/4/2014","temp",16.51
"C10A","4/4/2014","secchi",NA
"C10A","4/4/2014","Microcystis",NA
"C10A","5/5/2014","chla",34.18
"C10A","5/5/2014","temp",17.67
"C10A","5/5/2014","secchi",NA
"C10A","5/5/2014","Microcystis",NA
"C10A","6/18/2014","chla",19.97
"C10A","6/18/2014","temp",23.49
"C10A","6/18/2014","secchi",NA
"C10A","6/18/2014","Microcystis",NA
"C10A","7/3/2014","chla",20.19
"C10A","7/3/2014","temp",26.8
"C10A","7/3/2014","secchi",NA
"C10A","7/3/2014","Microcystis",NA
"C10A","8/15/2014","chla",4.96
"C10A","8/15/2014","temp",26.21
"C10A","8/15/2014","secchi",NA
"C10A","8/15/2014","Microcystis",NA
"C10A","9/26/2014","chla",3.01
"C10A","9/26/2014","temp",21.75
"C10A","9/26/2014","secchi",NA
"C10A","9/26/2014","Microcystis",NA
"C10A","10/3/2014","chla",1.77
"C10A","10/3/2014","temp",21.5
"C10A","10/3/2014","secchi",NA
"C10A","10/3/2014","Microcystis",NA
"C10A","11/14/2014","chla",10.82
"C10A","11/14/2014","temp",16.22
"C10A","11/14/2014","secchi",NA
"C10A","11/14/2014","Microcystis",NA
"C10A","12/19/2014","chla",6.77
"C10A","12/19/2014","temp",12.6
"C10A","12/19/2014","secchi",NA
"C10A","12/19/2014","Microcystis",NA
"C10A","1/12/2015","chla",2.67
"C10A","1/12/2015","temp",11.7
"C10A","1/12/2015","secchi",NA
"C10A","1/12/2015","Microcystis",NA
"C10A","2/17/2015","chla",20.25
"C10A","2/17/2015","temp",16.3
"C10A","2/17/2015","secchi",NA
"C10A","2/17/2015","Microcystis",NA
"C10A","3/13/2015","chla",18.84
"C10A","3/13/2015","temp",16.7
"C10A","3/13/2015","secchi",NA
"C10A","3/13/2015","Microcystis",NA
"C10A","4/14/2015","chla",4.29
"C10A","4/14/2015","temp",16.7
"C10A","4/14/2015","secchi",NA
"C10A","4/14/2015","Microcystis",NA
"C10A","5/27/2015","chla",7.17
"C10A","5/27/2015","temp",22.3
"C10A","5/27/2015","secchi",NA
"C10A","5/27/2015","Microcystis",NA
"C10A","6/5/2015","chla",94.09
"C10A","6/5/2015","temp",24.8
"C10A","6/5/2015","secchi",NA
"C10A","6/5/2015","Microcystis",NA
"C10A","7/6/2015","chla",3.27
"C10A","7/6/2015","temp",26.9
"C10A","7/6/2015","secchi",NA
"C10A","7/6/2015","Microcystis",NA
"C10A","8/3/2015","chla",3.8
"C10A","8/3/2015","temp",25.2
"C10A","8/3/2015","secchi",NA
"C10A","8/3/2015","Microcystis",1
"C10A","9/23/2015","chla",2.13
"C10A","9/23/2015","temp",22.2
"C10A","9/23/2015","secchi",NA
"C10A","9/23/2015","Microcystis",1
"C10A","10/16/2015","chla",1.63
"C10A","10/16/2015","temp",22
"C10A","10/16/2015","secchi",NA
"C10A","10/16/2015","Microcystis",1
"C10A","11/2/2015","chla",2.62
"C10A","11/2/2015","temp",17.6
"C10A","11/2/2015","secchi",NA
"C10A","11/2/2015","Microcystis",1
"C10A","12/1/2015","chla",1.21
